text,label
"Srinivas Guddanti, 2025-03-20T14:12:37Z, 2025-03-20T14:12:43Z => Yeah.",-1
"Harsh, 2025-03-20T14:12:37Z, 2025-03-20T14:12:54Z => You just have to make gravy and you can add on these things. Other than this, I like paneer also paneer also we have cooked a couple of times and That is a very…",-1
"Srinivas Guddanti, 2025-03-20T14:12:48Z, 2025-03-20T14:12:52Z => I've had honey in Bengaluru but like the whole paneer is like useless paneer.",-1
"Srinivas Guddanti, 2025-03-20T14:12:52Z, 2025-03-20T14:12:59Z => There's something in the north, the paneer is very different.",-1
"Harsh, 2025-03-20T14:12:55Z, 2025-03-20T14:13:02Z => Yeah, actually, because here most of the people use this packet ready-made paneers. Maybe that's the major reason.",-1
"Harsh, 2025-03-20T14:13:02Z, 2025-03-20T14:13:07Z => And in North India side people like actually take out the homemade.",-1
"Srinivas Guddanti, 2025-03-20T14:13:05Z, 2025-03-20T14:13:11Z => Homemade.",-1
"Harsh, 2025-03-20T14:13:07Z, 2025-03-20T14:13:15Z => So that is the thing and what i was telling you about in this He's a businessman, sir.",-1
"Srinivas Guddanti, 2025-03-20T14:13:11Z, 2025-03-20T14:13:18Z => What does your father do? Nice. What does he do?",-1
"Swami Subramanian, 2025-03-20T14:13:17Z, 2025-03-20T14:13:21Z => In Rajasthan? Okay.",-1
"Harsh, 2025-03-20T14:13:17Z, 2025-03-20T14:13:23Z => No, sir. In Bihar. Jewelry shop, PS.",-1
"Srinivas Guddanti, 2025-03-20T14:13:20Z, 2025-03-20T14:13:25Z => What's his business? Retail store, physical store.",-1
"Harsh, 2025-03-20T14:13:25Z, 2025-03-20T14:13:40Z => Yeah, retail store. No, sir. I think we are like people are still more stick to like offline only. And especially if you talk about jewelry thing like this is a business of trust actually.",-1
"Srinivas Guddanti, 2025-03-20T14:13:27Z, 2025-03-20T14:13:32Z => Does he do one level though?",-1
"Srinivas Guddanti, 2025-03-20T14:13:35Z, 2025-03-20T14:13:41Z => Okay.",-1
"Harsh, 2025-03-20T14:13:41Z, 2025-03-20T14:13:48Z => So that's the reason.",-1
"Srinivas Guddanti, 2025-03-20T14:13:44Z, 2025-03-20T14:13:49Z => Yeah. And so this is not fake jewelry this is like real gold, real silver.",-1
"Harsh, 2025-03-20T14:13:48Z, 2025-03-20T14:13:57Z => Yes, yes, yeah, yeah, yeah. So it's our ancestral business actually like my grandfather and my four grand Always there.",-1
"Srinivas Guddanti, 2025-03-20T14:13:56Z, 2025-03-20T14:14:05Z => So you do actually then like the gold like making",-1
"Harsh, 2025-03-20T14:13:59Z, 2025-03-20T14:14:10Z => No, we don't make it. We have the people who do it for us and we just sell",-1
"Swami Subramanian, 2025-03-20T14:14:00Z, 2025-03-20T14:14:05Z => Melting.",-1
"Srinivas Guddanti, 2025-03-20T14:14:07Z, 2025-03-20T14:14:13Z => Okay. But your connections with people who can do You produce.",-1
"Harsh, 2025-03-20T14:14:10Z, 2025-03-20T14:14:20Z => Yeah, yeah, yeah, sir. Yeah. Actually, I also know, but my father wanted me to use your just okay business is fine, but you should explore all these things also. So I am the first engineer in my family actually.",-1
"Srinivas Guddanti, 2025-03-20T14:14:20Z, 2025-03-20T14:14:25Z => Nice. Awesome. Awesome. Good.",-1
"Swami Subramanian, 2025-03-20T14:14:21Z, 2025-03-20T14:14:31Z => Very nice. Very nice. And are you the only son? I mean, do you have siblings",-1
"Harsh, 2025-03-20T14:14:26Z, 2025-03-20T14:14:36Z => No, sir. My younger brother is there. And I have a younger sister as well. So they both my brother is actually taking care of the business along with father.",-1
"Swami Subramanian, 2025-03-20T14:14:32Z, 2025-03-20T14:14:38Z => Okay.",-1
"Harsh, 2025-03-20T14:14:36Z, 2025-03-20T14:14:43Z => So even more into that. And my sister is still studying. She's in 11th right now.",-1
"Srinivas Guddanti, 2025-03-20T14:14:36Z, 2025-03-20T14:14:42Z => And your sister? Hold you see.",-1
"Srinivas Guddanti, 2025-03-20T14:14:42Z, 2025-03-20T14:14:49Z => 11th grade. So she'll come to CMRIT?",-1
"Harsh, 2025-03-20T14:14:46Z, 2025-03-20T14:14:52Z => Not for sure, like C is not C has not taken science She has taken arts.",-1
"Harsh, 2025-03-20T14:14:52Z, 2025-03-20T14:15:00Z => Sorry commerce.",-1
"Srinivas Guddanti, 2025-03-20T14:14:52Z, 2025-03-20T14:14:57Z => That's good. Mm-hmm.",-1
"Swami Subramanian, 2025-03-20T14:14:55Z, 2025-03-20T14:15:01Z => How much. So how is your CMRIP experience?",-1
"Srinivas Guddanti, 2025-03-20T14:14:57Z, 2025-03-20T14:15:03Z => Nice, nice, nice. Okay, cool.",-1
"Harsh, 2025-03-20T14:15:02Z, 2025-03-20T14:15:19Z => But it was kind of mixed feeling I had like see you know you I was in quota. I was studying preparing for my je So that time only 2021 i was like 2020 2021 i was there in quota like at that time only covid came",-1
"Swami Subramanian, 2025-03-20T14:15:02Z, 2025-03-20T14:15:08Z => Like college",-1
"Harsh, 2025-03-20T14:15:19Z, 2025-03-20T14:15:40Z => So due to COVID, like all like everything went online and sir uh like i was not able to focus in my class 12 towards my study when everything shifted online. I used to carry a button phone actually there I didn't have any smartphone and suddenly like when you get all these things you like these kinds of things actually distract you.",-1
"Harsh, 2025-03-20T14:15:41Z, 2025-03-20T14:15:50Z => So that happened with me and along with this like in my family also there was some you know some disputes were there with my father and my uncle.",-1
"Harsh, 2025-03-20T14:15:51Z, 2025-03-20T14:16:06Z => Regarding property and all that phase that really if we had to ship to a different home and all So that phase actually affected me very badly due to which I ended up in CMRIT, but for sure if like if my future generation is going to come or like",-1
"Harsh, 2025-03-20T14:16:06Z, 2025-03-20T14:16:11Z => My sister is going, I would warn them that you should try something better than this.",-1
"Harsh, 2025-03-20T14:16:10Z, 2025-03-20T14:16:25Z => It is good but you know if something better is possible then you should Yeah, yeah, actually. But here also I have enjoyed, it's not like that. I have done almost everything in my college life.",-1
"Srinivas Guddanti, 2025-03-20T14:16:14Z, 2025-03-20T14:16:22Z => That philosophy never stops us like there's never an end to like being better than me.",-1
"Harsh, 2025-03-20T14:16:24Z, 2025-03-20T14:16:31Z => I had played cricket. I have made good friends i am the cr Like everything.",-1
"Srinivas Guddanti, 2025-03-20T14:16:29Z, 2025-03-20T14:16:35Z => What is CR? Crm. Okay, okay, CRM. Okay.",-1
"Harsh, 2025-03-20T14:16:30Z, 2025-03-20T14:16:37Z => Class representation it's a kind of monitor like yeah So, yeah.",-1
"Swami Subramanian, 2025-03-20T14:16:31Z, 2025-03-20T14:16:37Z => Classic.",-1
"Srinivas Guddanti, 2025-03-20T14:16:35Z, 2025-03-20T14:16:42Z => Got it. So do you have any questions for us? Do you want to know anything about us?",-1
"Harsh, 2025-03-20T14:16:37Z, 2025-03-20T14:16:41Z => I have almost done. All the things.",-1
"Harsh, 2025-03-20T14:16:42Z, 2025-03-20T14:16:58Z => Sir, actually, I was looking for this like, you know, as anyone who is going to join any company like the first thing he do is Google. He Googles So when I was searching for this seventh year, I was not able to find anything",-1
"Harsh, 2025-03-20T14:16:58Z, 2025-03-20T14:17:09Z => On the internet and all so if you it would be very nice if you would elaborate that what actually your company is doing or what you people are actually in.",-1
"Srinivas Guddanti, 2025-03-20T14:17:06Z, 2025-03-20T14:17:13Z => Yeah.",-1
"Swami Subramanian, 2025-03-20T14:17:08Z, 2025-03-20T14:17:11Z => Did you try seventh gear AI or you just tried seventh gear?",-1
"Harsh, 2025-03-20T14:17:12Z, 2025-03-20T14:17:18Z => Seventh gear ice search, sir.",-1
"Srinivas Guddanti, 2025-03-20T14:17:15Z, 2025-03-20T14:17:28Z => Yeah, that's fine. That's fine. We are a no-name company, actually, to be frank and there's no hesitation that we are like super self-critical and like self-aware of what what it is you will not find us because we are just like a very early company",-1
"Swami Subramanian, 2025-03-20T14:17:15Z, 2025-03-20T14:17:21Z => Okay.",-1
"Harsh, 2025-03-20T14:17:19Z, 2025-03-20T14:17:26Z => Okay.",-1
"Harsh, 2025-03-20T14:17:27Z, 2025-03-20T14:17:34Z => Yeah, yeah. Mm-hmm.",-1
"Srinivas Guddanti, 2025-03-20T14:17:27Z, 2025-03-20T14:17:37Z => We have just been registered like a year ago and our product build has been over the last six Seven months. Seven months is what our entire product is life has been.",-1
"Harsh, 2025-03-20T14:17:33Z, 2025-03-20T14:17:39Z => Okay.",-1
"Srinivas Guddanti, 2025-03-20T14:17:37Z, 2025-03-20T14:17:42Z => So we're like barely scratching the surface in terms of what it is and what we want to become and what we want to do.",-1
"Srinivas Guddanti, 2025-03-20T14:17:42Z, 2025-03-20T14:17:49Z => So not finding us is not a surprise. You should also not be surprised. But we will tell you.",-1
"Srinivas Guddanti, 2025-03-20T14:17:50Z, 2025-03-20T14:18:00Z => What we are after. What we are after is We are taking a platforming approach, but actually we are also taking that problem solving to a specific problem.",-1
"Srinivas Guddanti, 2025-03-20T14:18:01Z, 2025-03-20T14:18:07Z => So while the ex Use cases are plenty, which is why I call it as a platform.",-1
"Srinivas Guddanti, 2025-03-20T14:18:08Z, 2025-03-20T14:18:25Z => You can actually we are focusing on one specific problem and trying to take it into the market and then like keep going because otherwise we can't be too much distributed. So our platform is all about analyzing unstructured dataset. I call it unstructured data set for a reason because",-1
"Srinivas Guddanti, 2025-03-20T14:18:25Z, 2025-03-20T14:18:42Z => Unstructured dataset can come from many formats like It can be documents. It can be logs of data. It can be your code logs it can be Any data which is like not yet structured, right? Column or no columnar data",-1
"Srinivas Guddanti, 2025-03-20T14:18:41Z, 2025-03-20T14:19:01Z => Like text fully, JSON objects um And of course, video data like this video conference data recordings emails And so these are all the common for my voice data And so we want to be the best when it comes to analyzing unstructuredness.",-1
"Srinivas Guddanti, 2025-03-20T14:19:01Z, 2025-03-20T14:19:08Z => Because we thrive in putting structure. Swami is a CPA by background.",-1
"Srinivas Guddanti, 2025-03-20T14:19:07Z, 2025-03-20T14:19:18Z => So he only knows proper structure. Okay. He's the guru of like putting structure to madness And so that's why we are here together.",-1
"Srinivas Guddanti, 2025-03-20T14:19:17Z, 2025-03-20T14:19:23Z => And we love the problem set because in unstructuredness is where we can find a lot of signals.",-1
"Srinivas Guddanti, 2025-03-20T14:19:24Z, 2025-03-20T14:19:31Z => Which people companies are not utilizing. So there is so much richness in that that people are just dumping it into the dumpsters.",-1
"Srinivas Guddanti, 2025-03-20T14:19:31Z, 2025-03-20T14:19:36Z => And we want to help companies utilize that and make value out of it.",-1
"Srinivas Guddanti, 2025-03-20T14:19:37Z, 2025-03-20T14:19:53Z => So we are pointing this problem solving towards companies who want to know more about their clients And they want to retain their clients just like how your father wants to retain business and is like a trust He knows how trust is built.",-1
"Srinivas Guddanti, 2025-03-20T14:19:53Z, 2025-03-20T14:20:10Z => Like you ask your father actually like across his clients, like say customers who come to shop who trusts him and who doesn't trust him he'll know it There is no logic for it, actually. There's no database he has, but he knows exactly how to do it. That is unstructuredness, but extracting the signal.",-1
"Srinivas Guddanti, 2025-03-20T14:20:11Z, 2025-03-20T14:20:32Z => There is something he sees like there is a And you can actually codify it. If you talk to your father and everything, you'll know exactly how to put structure into all those interactions and he'll tell you Try doing that actually. So that's what we're going after. We're selling to businesses only. We're not selling to businesses who sell to end consumers. We are selling to businesses who sell to other businesses.",-1
"Srinivas Guddanti, 2025-03-20T14:20:32Z, 2025-03-20T14:20:47Z => So it's a B2B software SaaS that we're building. We have like a couple of paying customers. We have one more in the hopper. So we have like close to 200k in revenue. I'm telling all in… US dollars, $200,000 in revenue annual revenue",-1
"Srinivas Guddanti, 2025-03-20T14:20:47Z, 2025-03-20T14:20:55Z => So it's a repeating revenue product. We sell the product and then like It recurs every year renewal.",-1
"Srinivas Guddanti, 2025-03-20T14:20:55Z, 2025-03-20T14:21:09Z => And… So we have our goals set up as to what we want to be doing. We want to raise funds. We have funds already. And so we know exactly like how much it'll last and all this stuff.",-1
"Srinivas Guddanti, 2025-03-20T14:21:09Z, 2025-03-20T14:21:17Z => We are a very frugal company. If you don't know the meaning of frugal, just Google it up later after this meeting. F-r-u-g-a-l.",-1
"Srinivas Guddanti, 2025-03-20T14:21:17Z, 2025-03-20T14:21:24Z => And because there is a meaning it's a meaning When you say frugal, it's not about being cheap.",-1
"Srinivas Guddanti, 2025-03-20T14:21:24Z, 2025-03-20T14:21:30Z => So we don't we spend money then we are needed to spend money.",-1
"Srinivas Guddanti, 2025-03-20T14:21:30Z, 2025-03-20T14:21:37Z => Cheap is different. Cheap is like trying to save money in every area, even though it is valuable.",-1
"Srinivas Guddanti, 2025-03-20T14:21:38Z, 2025-03-20T14:21:48Z => So there's a difference between cheap and true. So we are super frugal It's because it's our money and we're going to be super careful about it and uh we're going to be careful about it even when we raise the VC money.",-1
"Srinivas Guddanti, 2025-03-20T14:21:48Z, 2025-03-20T14:21:54Z => And that's what it is. All our operations are based in Bangalore. The office you went to, that's where our entire people are.",-1
"Srinivas Guddanti, 2025-03-20T14:21:54Z, 2025-03-20T14:22:01Z => Outside of that, it's just me and Swami here in the US. That's it. Everybody's there and We want to keep our cost structure low.",-1
"Srinivas Guddanti, 2025-03-20T14:22:01Z, 2025-03-20T14:22:16Z => And… We are a big fan of enabling people and employee development and like because we are getting almost like fresh shirts like most of the team is freshers but they power the product like they're like so good now after six months that uh",-1
"Srinivas Guddanti, 2025-03-20T14:22:17Z, 2025-03-20T14:22:23Z => That's super valuable for us. And they also have learned a lot in the six months itself. And so it's a good win.",-1
"Srinivas Guddanti, 2025-03-20T14:22:23Z, 2025-03-20T14:22:36Z => For them and for us. So that's where we are going. You won't see much. If you go to seventh grade.ai, now you'll relate to what we're trying to say. It's like fully less than like we don't care about that yet",-1
"Srinivas Guddanti, 2025-03-20T14:22:37Z, 2025-03-20T14:22:43Z => Because that's not how we are going to win customers. Website is not going to win. We are going to like win customers through our network and everything for now.",-1
"Srinivas Guddanti, 2025-03-20T14:22:43Z, 2025-03-20T14:22:57Z => And you can see sort of our network and like LinkedIn profiles, you'll see like all the stuff that we have done. But that's where we are and we're getting good signals, good positivity So we're going to go deeper.",-1
"Srinivas Guddanti, 2025-03-20T14:23:01Z, 2025-03-20T14:23:06Z => Any other questions?",-1
"Swami Subramanian, 2025-03-20T14:23:01Z, 2025-03-20T14:23:07Z => Any other questions?",-1
"Harsh, 2025-03-20T14:23:03Z, 2025-03-20T14:23:09Z => No, sir, not any of as of now. Actually.",-1
"Srinivas Guddanti, 2025-03-20T14:23:07Z, 2025-03-20T14:23:16Z => Okay, awesome. So you tell me, like, I think I've given you 24 hours. You can actually respond to us email or like text us anytime when you're ready.",-1
"Srinivas Guddanti, 2025-03-20T14:23:16Z, 2025-03-20T14:23:23Z => And so I'm expecting another like 10 to 15 minutes conversation if you're okay with that.",-1
"Harsh, 2025-03-20T14:23:24Z, 2025-03-20T14:23:29Z => Yes, sure, sure.",-1
"Srinivas Guddanti, 2025-03-20T14:23:25Z, 2025-03-20T14:23:30Z => Okay, so come back with that and then… We'll talk about the next steps.",-1
"Swami Subramanian, 2025-03-20T14:23:30Z, 2025-03-20T14:23:38Z => And who would be your best officer who you think we should talk to from a reference perspective.",-1
"Harsh, 2025-03-20T14:23:31Z, 2025-03-20T14:23:37Z => Yeah.",-1
"Harsh, 2025-03-20T14:23:38Z, 2025-03-20T14:23:50Z => Like from college. Like in my department like you can talk to Navya ma'am, Caesar.",-1
"Swami Subramanian, 2025-03-20T14:23:40Z, 2025-03-20T14:23:46Z => Who will know you well? Who will know you well yeah",-1
"Srinivas Guddanti, 2025-03-20T14:23:41Z, 2025-03-20T14:23:50Z => College or work or internships wherever anyone",-1
"Swami Subramanian, 2025-03-20T14:23:46Z, 2025-03-20T14:23:51Z => Anyway.",-1
"Harsh, 2025-03-20T14:23:50Z, 2025-03-20T14:24:05Z => Faculty placement coordinator. He knows me well then like any staff room almost all the teachers know me quite well because my relationship with everyone is decent. I'll sub I can recommend that you can talk.",-1
"Harsh, 2025-03-20T14:24:05Z, 2025-03-20T14:24:14Z => Because she is the one who has seen me growing this from like all my projects and all I have done.",-1
"Harsh, 2025-03-20T14:24:14Z, 2025-03-20T14:24:20Z => She knows all the details for them.",-1
"Srinivas Guddanti, 2025-03-20T14:24:17Z, 2025-03-20T14:24:23Z => So do you have other offers for you, full-time offers?",-1
"Swami Subramanian, 2025-03-20T14:24:17Z, 2025-03-20T14:24:23Z => Got it.",-1
"Harsh, 2025-03-20T14:24:20Z, 2025-03-20T14:24:23Z => No sir no as of now, I don't have any offer.",-1
"Harsh, 2025-03-20T14:24:23Z, 2025-03-20T14:24:36Z => I think tomorrow when more interview is scheduled actually from the company that is also final round That is 4.5 lp actually",-1
"Srinivas Guddanti, 2025-03-20T14:24:30Z, 2025-03-20T14:24:34Z => Okay. Hmm.",-1
"Srinivas Guddanti, 2025-03-20T14:24:34Z, 2025-03-20T14:24:46Z => So, um… we'll talk like so what we'll do is like right after this call, we're going to send you the transcript. Somi will send you the transcript and then You can reach us anytime when you're ready.",-1
"Harsh, 2025-03-20T14:24:41Z, 2025-03-20T14:24:48Z => Yeah, yeah, sure, sure, sure, sure, sure.",-1
"Srinivas Guddanti, 2025-03-20T14:24:47Z, 2025-03-20T14:24:54Z => Okay, because in my mind if you put your mind to it, it is not more than 45 minutes of work.",-1
"Harsh, 2025-03-20T14:24:48Z, 2025-03-20T14:24:53Z => Yeah.",-1
"Harsh, 2025-03-20T14:24:55Z, 2025-03-20T14:25:01Z => Yes. Okay.",-1
"Srinivas Guddanti, 2025-03-20T14:24:55Z, 2025-03-20T14:25:16Z => That's the way. So because you know this one, this is not like a full problem solution like you just approach logical logical flow right like you have a algorithm algorithmic way of writing like pseudocode the whole time Like that. It's not pseudocode, but it's just like, hey, this is what I would do. And I've given you a good hint there. So let's see what you do.",-1
"Harsh, 2025-03-20T14:25:07Z, 2025-03-20T14:25:13Z => Mm-hmm.",-1
"Harsh, 2025-03-20T14:25:18Z, 2025-03-20T14:25:24Z => Yes, sir. I'll try to do my best, sir. Yeah. Yeah. Yeah.",-1
"Srinivas Guddanti, 2025-03-20T14:25:18Z, 2025-03-20T14:25:22Z => Cool. Awesome. Yeah, cool. Take care, everybody. So we'll send you an email and then we'll go from there.",-1
"Srinivas Guddanti, 2025-03-20T14:25:22Z, 2025-03-20T14:25:28Z => Awesome. Thanks for doing that. Right. Bye.",-1
